user_id,parent_asin,timestamp,rating,helpful_vote,ms
AFMGVV7L7ARXONAJO4M5LE257OEQ,B005D6B5NW,1369931728000,4.0,0,1369931728000
AECDQIOSOTZ5UTVTZZ3Z4TZTHISA,B07GX8SH3T,1587245570658,1.0,0,1587245570658
AEEPBDI2EERWAXKOFUMUYFCIWGUQ,B005TL5IXO,1338046334000,5.0,0,1338046334000
AHDR3PPQVEMZJTG7XF5WQ3345Z3A,B000EYP4F8,1279776230000,5.0,0,1279776230000
AFEFC23GCFHN2G7VBCYO5WDCNQEQ,B001UR4UU8,1247159820000,5.0,4,1247159820000
AE6NNRTLKTKQYI3HD3GPHQVS73TA,B006H1CJU0,1379725332000,5.0,0,1379725332000
AHCKISNMGTR2PP5IHGINSSUO6KDQ,B007S9H3FQ,1371213951000,5.0,2,1371213951000
AH5H5AGRGXQJW2J3KSHVU3BFPIRA,B0051U17M4,1388290751000,5.0,0,1388290751000
AF5V3LRHPCPV6HQF75L2BKXDPJ2A,B01FXKH2P2,1501029064746,1.0,1,1501029064746
AE3HJUL2CVFJ3OTQGACLFFUYA4CQ,B002OHE4JK,1370556165000,5.0,0,1370556165000
AHPBNM7UDHUOZF5YAYLYQHB4LUVA,B01MPYDGXZ,1521079016884,5.0,0,1521079016884
AHREOOIBNZU4A6H4DIGFG6NIMWFQ,B008L53OJK,1393415788000,3.0,2,1393415788000
AFE6U4GFR7R7X7Q2B7DV3IBS3SOA,B01CUYQW50,1593904713741,5.0,0,1593904713741
AHGWOO6M4YJGDDTONXGP3RSWT36A,B0035LCECI,1500673523061,5.0,0,1500673523061
AGVUZEPBY5Z7KNXYCI2ZONNZ2VHQ,B01DJGQA7S,1614464321237,5.0,0,1614464321237
AEPTVPK4GJGTS3M7S4AOWAWJYU6A,B06XCT31TK,1550363103703,1.0,3,1550363103703
AH5KAAQ6VF2DM7CT3DFDMGK2SIMA,B000EZVV0E,1371797460000,4.0,0,1371797460000
AF7SW3P7SODSZXWYF2ZLJWSRS4SQ,B00ELCXVPY,1388089215000,1.0,12,1388089215000
AGFLAGKO43MF765QFL726JDULXVQ,B004LB4UU0,1369322186000,5.0,1,1369322186000
AEMNW4UO2EJQP5BOFWXZ2SJGZFRQ,B008H1YCQ2,1378831144000,1.0,2,1378831144000
AGO3AICAMCXMR5T472M6QO22LYIA,B00PB6ECUM,1451878099000,3.0,2,1451878099000
AGLS6HA43P62UKBVEYIUNKH4KZ5A,B00KYPPIG2,1399913711000,5.0,0,1399913711000
AHDOE6EO5E4BJ5VERFUC7WFTFUDQ,B00KBOJ4DE,1360861130000,4.0,1,1360861130000
AFZO6VMONYY5IQ5ISAO635NMW6DA,B08QZFJMNZ,1611678204710,5.0,0,1611678204710
AGMQ3QUZI45UBHUFL5BT56ETQSSA,B089XCM1R8,1400106072000,5.0,0,1400106072000
AFRZKPV7WQXW4XJ5KHZYL6IZMKVQ,B000LXB6FY,1393796450000,5.0,0,1393796450000
AHUM2S6IN7BPUEGNFMYO2VDWVEOA,B002OHE3DC,1371729334000,2.0,0,1371729334000
AEMBYIVGB5LQ6TBOTSXMVLEUAVIA,B003OA4IOM,1344220405000,4.0,0,1344220405000
AFVK6NVWF5NUE3BROFLF34XBSXZA,B001OC5O2M,1252760393000,5.0,0,1252760393000
AGWMQAPPO263TSSHCF2U4ECEDFNA,B00B746DLI,1451876687000,5.0,0,1451876687000
AFFEBVI3SY6PTETTEITD6CLSUWMA,B0013KL122,1233417415000,4.0,0,1233417415000
AGC3U476I64F6USQ63DAR6EKGL3A,B00B0IMB9E,1371233859000,4.0,4,1371233859000
AEEPX6AP4M3N77Q4QVPUA2RK7ODQ,B00E7TQG62,1525572478072,5.0,0,1525572478072
AEXT7YS5YZ5LOMXZ4QVJIVXA2Q7Q,B00D86KV4S,1393909389000,5.0,0,1393909389000
AETLKYHW3PIQPUCFN2CBD5K366EQ,B005S4DEMY,1338333019000,5.0,5,1338333019000
AH6GEWFS7CLRIR5Y4WH5EBHXVASQ,B002MUKJ4I,1371758037000,4.0,0,1371758037000
AGBMEDUTNRQSNN2CAXIXB4MOVN5A,B0C2DGFQ3G,1605273080803,5.0,0,1605273080803
AF2ORL3Q2UDH4VFSXXISEVWZ5OIQ,B005CHRIAQ,1512102797104,5.0,0,1512102797104
AHYCV2DG6DDJHZTDJMB2NW3LMPOA,B0067EYM3E,1344685940000,1.0,4,1344685940000
AELBUEXCZ45H7SEI2CPKHOOXNQTQ,B006SRSYGG,1387717878000,4.0,0,1387717878000
AHVQFLE2Z5WRDN6IOTEB4HIWGP7A,B00440EP1W,1379025261000,1.0,2,1379025261000
AHHBDA4KINQCOKRE2CMOLDAIG5TA,B08DF8358B,1599686418365,5.0,0,1599686418365
AHOAGXUUXFTIZGANYP67ZPLCENPA,B009VY6JCE,1378907843000,4.0,0,1378907843000
AGP47LHAFEVDGTOU6PFRROMZZMYA,B003YUU62U,1336507284000,5.0,0,1336507284000
AFV2HAMB6MLI7S3XQRKP4FXSZ2LA,B000UB65TY,1227612424000,5.0,0,1227612424000
AHJUBF37RWX4IPNEVEGPK2YMS66Q,B00FKAOITE,1400090017000,2.0,5,1400090017000
AHELYRAAIKCRKFFWAY5A543ZNFNQ,B002Q6OF1G,1393978474000,5.0,3,1393978474000
AEZ5XC6ST6TRD45ZFQFX635BNVIQ,B00ZHFV1F6,1479846391000,5.0,1,1479846391000
AGGN4QUPRLHO5ZHXMWOP2ZKZW6TQ,B0C65YTD3L,1397580456000,4.0,0,1397580456000
AHRINI226PUVY63LVGGWTOETOPCA,B004DEQP7Q,1341341167000,5.0,0,1341341167000
AFVUBTUH4ADSVCNPBAUFNHW4R3TA,B07DLRHF37,1557321085200,5.0,0,1557321085200
AFTXCHYR3ILXKTRSPEBWUOH4GWIA,B004R1NPRS,1360661376000,5.0,2,1360661376000
AGJ6G2YPRKS3CBHWWNGBKFA5356Q,B005IW9KCE,1370619716000,5.0,0,1370619716000
AGOHT7DJDOXNV7MXXNBGGRAVFKBQ,B005PV6UHQ,1337827373000,5.0,2,1337827373000
AEC7EJ3LKF3KPG7XEAETPSSP7Z2A,B0BXMCZLZV,1379603270000,5.0,0,1379603270000
AHWKYL2S64S2GAFJPWA3RTPOWR4Q,B0035FZAJS,1394414274000,1.0,0,1394414274000
AFT7M2V4FXYSEEQVZ2UY73E2CXCA,B004N62OE2,1369953452000,5.0,0,1369953452000
AHQF46GAK5TO2IXM553FTTZLCJ7Q,B000YT421K,1218051939000,5.0,0,1218051939000
AEOF3PTXLVZPI6R353ZTHZUVEU3A,B008EQAM7S,1372392052000,4.0,0,1372392052000
AGL3TPBZBSJYQFIGAACNBGIMIGNA,B00M0IZH4O,1369752650000,5.0,0,1369752650000
AGRARZJ7ZFFFN7UG2ITBMHLHYFXQ,B004HEXATS,1341179179000,2.0,0,1341179179000
AGII3PNPXP3LZJIRSIREKRNSBEHQ,B076TQX4SM,1548101612244,5.0,0,1548101612244
AGSF3MECUR7WRSVB6MZ345AMVZ6A,B007CGQWTS,1359118378000,5.0,1,1359118378000
AH4TCJOP4HUMOAIUK54WVUYP4R5Q,B005KYIMR4,1393774746000,5.0,0,1393774746000
AFEX57XRZY6WW4PFWOIGQEX47U7A,B00I4R2SVK,1623003030431,2.0,0,1623003030431
AHTVTQCMUNAOPYIMKQBJCPW2P6CA,B011KUC178,1468779901000,3.0,1,1468779901000
AFBE4A6WEFLUYL6QUIAZL3AD6SPQ,B07TVHSDMQ,1618248059257,5.0,0,1618248059257
AGCLLDK4O44RSHHIZULPSHZY5H7Q,B0026MRO3Q,1369062835000,5.0,0,1369062835000
AHNKZ5WJLW37WOW3YC724ZAQ4EUQ,B00PTZ6DR0,1537819952359,5.0,0,1537819952359
AHM6YMGYQOWFJYNJF4NEBPSD2FUQ,B002V2YFQK,1387563701000,5.0,1,1387563701000
AEZCWMB6NH7PXB4YGJISDYPOMKEA,B006OY37V0,1493342464000,3.0,0,1493342464000
AF3W26AKCDO75ROOOMY5QD564M2Q,B07PWBJZHV,1584707277629,5.0,0,1584707277629
AELJ3ZV7VP5XEEMWILZ3PLBF4KBA,B003UUIVDK,1358449985000,4.0,0,1358449985000
AFMCK7YQ2ED6HS7XYU7NX6GREYRQ,B00EXFBCA0,1359850173000,5.0,0,1359850173000
AERFBHTYPOMFL6EWA456P7VB7AWQ,B071JVK8YD,1594953534793,1.0,0,1594953534793
AEJNSBWHKDUS3AYWBOIRH33MNVEQ,B007TE2YFE,1400125054000,1.0,1,1400125054000
AEISOBDVDC5AK5C4XKL4P3O4PXNQ,B002O0KBYE,1371782851000,2.0,0,1371782851000
AFJX2EYUQVQNGI2Z7RGQNMTJH6TA,B002QCWG84,1360667822000,5.0,0,1360667822000
AE54RDY5ITYZQNOJPPBLAJRBT4YA,B00179D8DY,1271271637000,4.0,0,1271271637000
AFRZN3HWPVCKW3GSTQL227L335KQ,B087Q3Q9RN,1618697716833,5.0,0,1618697716833
AH6COVWYBMLQ66UODI7LMJYKX6UA,B01L4MYTNQ,1521427331343,3.0,0,1521427331343
AE5CAAZRJ2QDNP2CQTYTEK2RQHXQ,B0058XE0PK,1358906866000,5.0,1,1358906866000
AFH4C5OSHT2RSHBZ66ANYT3Z2GTQ,B008KYFGLQ,1369557106000,5.0,2,1369557106000
AGMAOD5ZJWONR5UHFHLIGWOEQBXA,B002W70DR4,1278000778000,5.0,0,1278000778000
AF23DUXJZ3KNJ7U2CVIWAHTU6QSA,B001MS72ZK,1400690408000,5.0,0,1400690408000
AFM3IKOO5T2A6SUCRKZWQPFKQX4A,B0C632D2BH,1410890017000,5.0,0,1410890017000
AGPQB6GTUKUPRL6AFOEAO64BEUEA,B000XR4OC0,1589413921225,5.0,0,1589413921225
AE7YGFHULDZVTR4BJOTMVTNGALBQ,B00TIRLF8M,1529602455927,3.0,0,1529602455927
AHCHLRTEU3KBH47EA4UAL6AF37WQ,B006LHN9QS,1400341397000,4.0,0,1400341397000
AFXF3NQOYNPT2CV2UFNHVJ2D4NMQ,B007UXERVI,1359569833000,4.0,0,1359569833000
AGVY7UZ7LENWPRDCOWXXFTQK255Q,B0058XOTDS,1368979278000,4.0,0,1368979278000
AFMALL3J55DNFM5M77EQTO52O2AA,B008KPKDEA,1393352471000,3.0,0,1393352471000
AHCFSBOVDBIUYZX2MNN4IESJYBPA,B003TJ9EXS,1394021170000,4.0,0,1394021170000
AEQRMKROH3TBFRFID2GZ5IWQ5IFQ,B002WVJE2U,1335647446000,4.0,0,1335647446000
AGK73Z3PUUOZYVSBNNAR7QUJOD6A,B009STMYGC,1371308944000,5.0,2,1371308944000
AGRY3ZAU2EUWWSSHREOQQGSTLUSQ,B07DFSVGJQ,1597897342273,5.0,0,1597897342273
AGFSGRF4GBEA5GHWNMBULTUBOJGA,B07QHLD5XC,1611028523038,5.0,0,1611028523038
AHCF5CYDRBV4QFB6YV4CSFB3M6UA,B005F0Z5FA,1344526333000,3.0,0,1344526333000
AGHN4D7QZRPYDKOIUXHV73W72CKQ,B000N2YTVQ,1372298538000,1.0,0,1372298538000
AENQFNAEOTFRTJJHZK35ZB5RAE7A,B005D5TQAW,1550858633468,5.0,0,1550858633468
AHIASLBHFR6RG6PFOYJNFJ54DFTA,B018MWC604,1400158872000,5.0,0,1400158872000
AHXKPB3JH6A5BAELEIGINV5RUXUA,B00WAXEC6S,1462323558000,2.0,0,1462323558000
AFUXLA3EAWI3HPJEPGAQEP4PZROQ,B005BWBE48,1400770076000,4.0,0,1400770076000
AHENQQVZSA6GHI5XVBVJ7WARI36Q,B00BVBG506,1388068708000,5.0,0,1388068708000
AHYSHDC5VS7J5KEOX74ILIASESCQ,B005C33EO4,1370242522000,5.0,0,1370242522000
AEIZCSDVBSJ35QNAM2TK5DVHOWNQ,B0BXDVHX48,1552630341599,4.0,1,1552630341599
AFX53PWO5WKUQ5LYA4J676ZHH7DQ,B00FC6OERM,1400088902000,5.0,0,1400088902000
AHJB7DCKEJ2WGR7OZSYVLZNPJ6LQ,B003O0OBUI,1337517399000,4.0,0,1337517399000
AH4Y3OIMRS7GRE5DDOYTXB7M4O3A,B01ARRQJP0,1577626628421,4.0,0,1577626628421
AEQFWTH5M7CCEHXMLCKHELVV5KRA,B006P9DSYA,1379296859000,5.0,1,1379296859000
AHJI7437SU5HUBFLOETL42OVZVEQ,B004LB4P14,1393993136000,5.0,0,1393993136000
AFDDKOB7NMME2DVAFNOQGDOGWOVQ,B005OAEDBI,1327541875000,5.0,0,1327541875000
AFRQOSR5NFASDJY3LGRM6E5CATCQ,B001DNHVR8,1399704322000,5.0,0,1399704322000
AHT3GQNILQ7IHZAZHFWKZTKHA6NA,B0073RABFC,1380125331000,5.0,0,1380125331000
AG5UUGKFBL7LBDCSSGPJNDXYT5UQ,B08NQ769Y7,1511990271028,4.0,0,1511990271028
AFBET5JBPMC4E5NWG2SBCRMXJNTQ,B08M7CML9L,1618779919937,5.0,0,1618779919937
AGEU7W7VGRKWG5NGOVYEOSL5SCBA,B07VPT4HZ5,1618684006573,5.0,0,1618684006573
AHMNRBXCXDFAM6YIM4ORGHUWFBWQ,B005DA1CN6,1388092549000,4.0,0,1388092549000
AE2ZIXYZ7YA4FKSMVIDGUIHHH32A,B00BY5K9QU,1379369196000,5.0,0,1379369196000
AE2YCPPI3O6SN4QHJER6JTMVK7UA,B0053A4TAY,1360863218000,5.0,1,1360863218000
AFJCQHK3Z7WFLBDSZLMXV7UQ6U4Q,B005K0HD64,1343510061000,5.0,0,1343510061000
AF7BI5TIEAIIRLBBTZWG4WAVVBVQ,B01MTBZVJE,1569543860146,5.0,0,1569543860146
AHYJJDDXTYJELJGJ4YXI52ELJATQ,B0BNWWYC5L,1566691814750,5.0,0,1566691814750
AE24Q34ESXQ4JSYIFXYHMAZAAJRA,B01F4DB6DC,1515114576767,5.0,0,1515114576767
AHMBWHZ3SZJ7RDBP5HQHIEIFSWRA,B002RS577O,1393942952000,5.0,0,1393942952000
AF3H4RYH4GRAMBTJG46Z5KE4RTCA,B08176RC34,1602174123803,5.0,0,1602174123803
AEUGM6CN65PLQ3HXHW3EJFB2JHIQ,B07DLN6SM1,1565269614642,5.0,0,1565269614642
AHFLVDD2EWTEKHLZLSHA5RI7GPMA,B00JF78C04,1436730193000,5.0,0,1436730193000
AHKVV2XMMQZQ7MK3WWQ25MN3XVSQ,B00H3T5KA6,1432241240000,5.0,0,1432241240000
AEM2P2PXNHYITK2A7LEYGAVVIILA,B004M8NTKE,1370605849000,5.0,0,1370605849000
AHZYMPR7BKPFTNA26YBPRGDEU6RA,B06XRB1T88,1522349532394,5.0,0,1522349532394
AGZRLTK6NWSRQHQ7ECTCA6YA5VBA,B005ITGMNM,1372009528000,5.0,0,1372009528000
AH474KOOZM2QOQ7JGSLALXU6SJPQ,B000REYHFS,1393727734000,5.0,2,1393727734000
AHEADY44SVY3LD5I6QJD4HB5QR7Q,B016ON1ZFU,1380840630000,5.0,0,1380840630000
AHM6K5PAXAKSB546CCSVMRT72BUA,B002ECF156,1399906234000,4.0,0,1399906234000
AH3GSPMQYQKCT7ANTC6YTYNWDH7A,B004LB4V9K,1378825870000,5.0,0,1378825870000
AG2QLT7DKW2NQYJN5ZTGVRCKQS6A,B00N9W0AXI,1551131284069,5.0,0,1551131284069
AERVUD7JWNAPIGEL73LD76DS7FNA,B001PO5XR0,1246496244000,5.0,0,1246496244000
AEMBNFMDNODLXCDCIBRWFCMXPJEA,B000ARGBMO,1399944330000,5.0,0,1399944330000
AHI3Z7CDFKCCZWYKCDYNFS3HFWQA,B00E8GR4H4,1387746255000,4.0,0,1387746255000
AF656SYGJDTSOMAOGHUG5D2RPJMA,B00FMRWIQK,1622574314799,5.0,0,1622574314799
AGNYUTGWQYTM6FTLMV342EMZHXLA,B001O1J3U2,1361245998000,5.0,0,1361245998000
AHKJDHMPEJEMW5ONUIQYWII3ZXUQ,B00DCJPCKY,1431477731000,4.0,0,1431477731000
AH4NHMYKAXTOWLLSCCAM3TSH7GJQ,B00FAVQDFA,1422496318000,5.0,0,1422496318000
AE3M7XG4FLKYO3NHE64DRGH75SUQ,B07VMM5YND,1380554423000,5.0,0,1380554423000
AEBBLOJQHOD4LBQMPDIU6BO36HIA,B001HX4A9Q,1380138072000,4.0,0,1380138072000
AGLMFXBJTB4IIBG5WMPQMPMTSFPA,B004DER7T6,1341164563000,5.0,6,1341164563000
AG7T7STM7CZWLC3MYQJG55N3SPWA,B005LBZ6C0,1370029966000,5.0,0,1370029966000
AEJ23UJ3HVUGU3EGIQB22O6GO4YA,B07NW7SS21,1380570183000,5.0,0,1380570183000
AHSJSJUQQVG5MCOI5MMQ2AQVHHJQ,B000Y1BVCQ,1231421439000,5.0,3,1231421439000
AE6RXAGIR6AY5XT3ISHIKHHCFEQA,B002G9U8BY,1458994112000,5.0,0,1458994112000
AGCPHVGONZIVJWKFFWAZ6CNLLLSA,B002LSI3I0,1589061153610,5.0,0,1589061153610
AHP4PVUOPZ3OVSFKOQEMCCZ52YLQ,B001IV5B04,1341632865000,5.0,0,1341632865000
AFCDBBG4EZCIGSM3YFACGDALB5DQ,B00C57A5RO,1417550116000,5.0,0,1417550116000
AEZB3JW4IQCSW2SJZUNCN2DDT6KA,B0080ATMLK,1387697808000,3.0,0,1387697808000
AESCP7NLZBNEOLYHIF56HLBGZIXQ,B00RE6734Y,1464720833000,1.0,0,1464720833000
AFRUVISPELBFEYKID6AJWN6YUM2Q,B00531884Q,1358456147000,5.0,0,1358456147000
AHMGG4B626A4PZ3IGBSQHTS4EJMQ,B06WW5KKSK,1544002119101,5.0,0,1544002119101
AHPB6CJ7UW57CDPQWYIPIL5ZG5FA,B0BPGGV1K3,1462986728000,5.0,0,1462986728000
AHB6TCAUMHKIEEYIWOXLNBWVVCWQ,B0BTX8LQ2G,1388262916000,5.0,0,1388262916000
AGAAEBRMQ2NWQNZPFUQH2K6SLUAA,B0034535KA,1388014347000,4.0,0,1388014347000
AHDC4PA7PFGYMK6OUPLRRIRGF7HA,B0073O6NKW,1400154219000,4.0,0,1400154219000
AHMHW4CT7NBIRW4ZSGT57YINJAIQ,B001FWZ06Q,1341419132000,5.0,0,1341419132000
AGRAINNHUPYLOLZPPJYUFGM32KFA,B01FGOE7FI,1609267133905,5.0,0,1609267133905
AE4U5KHDP7ZR6MDV7M6X2ORF4YOQ,B07KX6PQJJ,1584849789042,3.0,0,1584849789042
AGNK4C2BXQ2DMMWG3HIYSQ2VGIMQ,B008759RRW,1397857958000,4.0,0,1397857958000
AF7CU5KOVV5L47J3NL3IV4O46HWQ,B0046LVHRE,1393964752000,5.0,0,1393964752000
AEOJ7MDF332PNTU4WVGYE54YRZBQ,B00BETMQK8,1394026183000,5.0,0,1394026183000
AGGSUHK53U5OOFP5O2PGDVL2Z6YQ,B007QETGQC,1358519754000,4.0,4,1358519754000
AECHENFVTDICTHTXCCNSVRN2G4KA,B003UUB4UW,1358858818000,5.0,0,1358858818000
AEUHKUH2MZ6ENTHGDGFBCHKXJQTA,B00E3MVKN2,1454680637000,5.0,1,1454680637000
AGGHVC54DTVAUKFWE2TWZCCSMHFA,B008A3WZA2,1359184373000,5.0,2,1359184373000
AHLJGS76GVYR7AV66LN5J5XCLEDA,B008PVCR3E,1380223094000,5.0,0,1380223094000
AGV4GCD3WVWW5RD774MWMF6GFO3Q,B017Y8XMB4,1596918562745,1.0,0,1596918562745
AEBC6Q265PMVSO6LXHR7EZHUEM5Q,B0083H212C,1437861835000,5.0,0,1437861835000
AFFKL3HEZ5FWTJS3RDVDXP42IBEQ,B007CWQLRA,1371740149000,5.0,0,1371740149000
AFJYBZHAPFQZRROJKHWZTIOFLWYQ,B007MXVT9O,1394256412000,1.0,0,1394256412000
AGMWXT2X7NFBBFRDELF2CDX4IFEA,B0BQ59SYRL,1379352213000,4.0,1,1379352213000
AEUIN4YXPEJ5O2LTSYNF5RKWSSXQ,B001P81G6I,1281891961000,5.0,1,1281891961000
AHD2ID4MOIZ3AG2UKAQ24AKZNCXA,B00551PAMW,1359214706000,3.0,0,1359214706000
AHUYMO6N64GL54455MWITHLPG3OA,B000UKEOPM,1203356140000,3.0,0,1203356140000
AGZC5OKXTTSZTSU4O4TRYMRNJQUQ,B000QDK5RO,1360166478000,5.0,9,1360166478000
AG2FU4IVLSJZZRZWHPUR65IX72BA,B076RT534R,1551752206577,5.0,0,1551752206577
AFPNSGGGQOPADFRSVIZBWA4HPF6A,B07JP422L6,1563845000693,4.0,0,1563845000693
AEY2ZYYX6AQGXNM6B2LSNVWWQYNA,B00CW8SZE6,1584495098026,5.0,0,1584495098026
AGR3GKAFVDGCGYEDEPL2AXRQGDTQ,B006OKC67A,1400094046000,3.0,0,1400094046000
AEUOTD3B62JVPRAIKTKNNUQEMZKA,B07YCVC5Y7,1386595555000,4.0,0,1386595555000
AEHCJ7UBZEJGOBVJAYGIYTVKJLLQ,B0741NZBJ1,1503595286145,5.0,0,1503595286145
AHWK4U277ZUKXBSEIZ6RCSN2HJEQ,B005GUPUTA,1344432794000,5.0,0,1344432794000
AGAWZBYV5SZLR6PUIX6MHAVFCZSQ,B0099LB4W4,1380644283000,2.0,0,1380644283000
AGM6FKBOE6MH4Z7PC5GWF5Q6IG7Q,B002TQ2JVG,1450624281000,4.0,0,1450624281000
AH6CGIZCYKE6YPULLOJSP2EEND6Q,B001BZHRR2,1443101047000,5.0,0,1443101047000
AEMLDLN2DYJ6J6MG6QESN3BOHS6Q,B00IB7Z5YK,1399893924000,5.0,0,1399893924000
AGS5FIB4OW4SWEBM3MCFQ2YNSRUA,B01GUDD9L2,1502734692603,5.0,0,1502734692603
AFR5UZBVF5OHHILR2ZQBSV4GMFCA,B0964LDCTD,1520433238142,5.0,0,1520433238142
AF57CS74LOZ7EIF3U4KJ3IESI2UQ,B003JKSU78,1360898951000,3.0,1,1360898951000
AEUQ22PG37Y6IRKTDGKCVU7L5DXQ,B00DOR2HPW,1427574966000,5.0,0,1427574966000
AERCZE52UO6PGPYO6J2EK2TSEGGA,B002XZMFJY,1384368509000,5.0,0,1384368509000
AHHR7P3223QGAMHRIOREORJ7TFKA,B005GPFQOE,1400685617000,5.0,0,1400685617000
AF2AYO3LLQ3HN5WNAXTSFO4NMVSA,B06VTCBLSZ,1552144169477,5.0,0,1552144169477
AEB2JCPZ6DUPXNRNUI7XM676DPUQ,B000BW4TPY,1239026841000,4.0,44,1239026841000
AFNLLT3OJUZZLIO37XT3MOXZWG4Q,B00RB8IJB6,1480709348000,3.0,0,1480709348000
